,image,image_size,bg_type,inference_time,pred_cls,pred_lbl,object_count,f_S,f_0,delta_f,f_T,f_N,method,aucI_pred,aucD_pred,aucI_r,aucD_r,aucI_adj,aucD_adj,aucI_adj_r,aucD_adj_r,aucI_clip,aucI_clipr,aucD_clip,aucD_clipr,threshold,best_point,max_IoU,auc_IoU,time_load,time_exp,time_aucI,time_aucD,time_auc_IoU,time_total
10,37777,"(230, 352, 3)",gray,17.150402069091797,72,refrigerator,1,0.8730493187904358,0.0,0.8730493187904358,0.8730493187904357,73,BPT-500,0.5286416991356127,0.07122578521778167,0.6055118396610378,0.08158277394507478,0.5095698240470774,0.07122578521778167,0.5836667105508538,0.08158277394507478,0.519105761591345,0.594589275105946,0.07122578521778167,0.08158277394507478,2.640933169397431e-05,0.1713685770750988,0.38152109718485466,0.17116846938859517,0.08293437957763672,6.973495721817017,0.7306728363037109,0.7098598480224609,0.12183260917663574,8.618795394897461
11,37777,"(230, 352, 3)",gray,17.150402069091797,72,refrigerator,1,0.8730493187904358,0.0,0.8730493187904358,0.8730493187904359,123,BPT-1000,0.3481654137790777,0.03755861028288987,0.398792377802256,0.04302003274560178,0.3416504764051467,0.03755861028288987,0.39133009905841926,0.04302003274560178,0.3449079450921122,0.3950612384303376,0.03755861028288987,0.04302003274560178,2.11355652114192e-05,0.16256175889328064,0.3335081623287222,0.16320022772455026,0.08293437957763672,13.730169773101807,1.0821571350097656,0.9843540191650391,0.10909700393676758,15.988712310791016
12,37777,"(230, 352, 3)",gray,17.150402069091797,72,refrigerator,1,0.8730493187904358,0.0,0.8730493187904358,0.8730493187904356,15,AA-100,0.7729316194258307,0.08093603114071099,0.8853241194858121,0.09270499317592232,0.7331680442166069,0.08093603114071099,0.8397784963996912,0.09270499317592232,0.7530498318212188,0.8625513079427518,0.08093603114071099,0.09270499317592232,5.594076413033231e-05,0.12498764822134387,0.3456242707117853,0.15762038992339453,0.08293437957763672,1.411020278930664,0.23360395431518555,0.2347548007965088,0.11422300338745117,2.0765364170074463
13,37777,"(230, 352, 3)",gray,17.150402069091797,72,refrigerator,1,0.8730493187904358,0.0,0.8730493187904358,0.8730493187904358,50,AA-500,0.6762873483052396,0.16181025257658055,0.7746267407231935,0.18533918885677636,0.6725696171714886,0.16181025257658055,0.7703684118364567,0.18533918885677636,0.6744284827383642,0.772497576279825,0.16181025257658055,0.18533918885677636,3.865558697643733e-05,0.09400938735177866,0.3969963162368943,0.17062600399456015,0.08293437957763672,6.7025146484375,0.6718833446502686,0.6604249477386475,0.11043500900268555,8.228192329406738
14,37777,"(230, 352, 3)",gray,17.150402069091797,72,refrigerator,1,0.8730493187904358,0.0,0.8730493187904358,0.8730493187904355,88,AA-1000,0.733559216486047,0.20443742704051346,0.840226549288596,0.23416480906685866,0.7212227062119738,0.20443742704051346,0.826096178863286,0.23416480906685866,0.7273909613490104,0.8331613640759411,0.20443742704051346,0.23416480906685866,3.80766005176808e-05,0.08585721343873517,0.41271745650869823,0.1660957313350325,0.08293437957763672,12.772059917449951,0.8322393894195557,0.7952353954315186,0.16153264045715332,14.644001722335815
15,37777,"(230, 352, 3)",gray,17.150402069091797,72,refrigerator,1,0.8730493187904358,0.0,0.8730493187904358,0.8730493783950806,52,LIME-100,0.6753925271223672,0.1156039948010147,0.7736018029978973,0.13241404845396135,0.6531844769109395,0.1156039948010147,0.7481644654575668,0.13241404845396135,0.6642885020166532,0.760883134227732,0.1156039948010147,0.13241404845396135,5.3387585144748914e-05,0.051741600790513834,0.5291902071563088,0.197344469453651,0.08293437957763672,4.180320501327515,0.7020916938781738,0.6953437328338623,0.11542391777038574,5.776114225387573
16,37777,"(230, 352, 3)",gray,17.150402069091797,72,refrigerator,1,0.8730493187904358,0.0,0.8730493187904358,0.8730493783950806,52,LIME-500,0.7099478828468592,0.08125086503909539,0.8131818759453988,0.09306560728054199,0.6721632793245711,0.08125086503909539,0.7699029881333832,0.09306560728054199,0.6910555810857152,0.7915424320393911,0.08125086503909539,0.09306560728054199,3.9294933493862864e-05,0.07855731225296443,0.729781525488693,0.24345289576962012,0.08293437957763672,10.595114707946777,0.677401065826416,0.6633286476135254,0.12092089653015137,12.139699697494507
17,37777,"(230, 352, 3)",gray,17.150402069091797,72,refrigerator,1,0.8730493187904358,0.0,0.8730493187904358,0.8730493187904358,63,LIME-1000,0.7987219195109847,0.11592850477707098,0.9148646042328652,0.13278574564113263,0.7373028793048274,0.11592850477707098,0.8445145806039024,0.13278574564113263,0.768012399407906,0.8796895924183838,0.11592850477707098,0.13278574564113263,4.3572935201019235e-05,0.09987648221343874,0.8806209190587656,0.25240203988281695,0.08293437957763672,18.2536461353302,0.7947103977203369,0.8130028247833252,0.1131281852722168,20.057421922683716
18,252219,"(428, 640, 3)",gray,7.1506500244140625,0,person,3,0.9133922457695007,0.0,0.9133922457695007,0.9133922457695008,16,BPT-100,0.7523603722805083,0.08054611734337626,0.823699101634776,0.08818349150262274,0.748405756892051,0.08054611734337626,0.8193695100417079,0.08818349150262274,0.7503830645862797,0.8215343058382419,0.08054611734337626,0.08818349150262274,9.9547802555305e-06,0.2439799941588785,0.3592136897185688,0.1886081412452162,0.13282251358032227,2.885916233062744,0.38988423347473145,0.38462305068969727,0.43278026580810547,4.226026296615601
19,252219,"(428, 640, 3)",gray,7.1506500244140625,0,person,3,0.9133922457695007,0.0,0.9133922457695007,0.9133922457695006,58,BPT-500,0.7194908716845888,0.1807734339254817,0.7877129185374713,0.19791435143308714,0.7194867409512763,0.1807734339254817,0.7877083961284715,0.19791435143308714,0.7194888063179325,0.7877106573329714,0.1807734339254817,0.19791435143308714,1.1146861380066453e-05,0.1822429906542056,0.3951100072222516,0.20630141427804838,0.13282251358032227,8.542699337005615,0.8245704174041748,0.8950774669647217,0.44364428520202637,10.83881402015686
20,252219,"(428, 640, 3)",gray,7.1506500244140625,0,person,3,0.9133922457695007,0.0,0.9133922457695007,0.9133922457695006,85,BPT-1000,0.8485745394342931,0.18758792461980803,0.9290362857409623,0.20537499140007676,0.8460881928660335,0.18758792461980803,0.9263141840592639,0.20537499140007676,0.8473313661501631,0.9276752349001132,0.18758792461980803,0.20537499140007676,1.0226483824987208e-05,0.15075569509345793,0.43067972186746134,0.20678878598529968,0.13282251358032227,15.63240933418274,0.9514853954315186,0.9823954105377197,0.4610581398010254,18.160170793533325
21,252219,"(428, 640, 3)",gray,7.1506500244140625,0,person,3,0.9133922457695007,0.0,0.9133922457695007,0.9133922457695004,15,AA-100,0.8593456335365772,0.5090147908776999,0.9408286938243151,0.557279518449243,0.8557731583714485,0.5090147908776999,0.936917476949336,0.557279518449243,0.8575593959540129,0.9388730853868255,0.5090147908776999,0.557279518449243,6.315538222218081e-06,0.24999634929906542,0.19860225600784698,0.15323781387649496,0.13282251358032227,1.462371587753296,0.38355135917663574,0.3538682460784912,0.4501979351043701,2.7828116416931152
22,252219,"(428, 640, 3)",gray,7.1506500244140625,0,person,3,0.9133922457695007,0.0,0.9133922457695007,0.9133922457695006,61,AA-500,0.7957109555245213,0.16761162693429502,0.8711601825064357,0.18350454332255478,0.7942782815972291,0.1676114546396187,0.8695916625918778,0.18350435469091586,0.7949946185608752,0.8703759225491567,0.16761154078695686,0.1835044490067353,4.992839994675316e-06,0.22692391939252338,0.3586021425493663,0.20232731118673886,0.13282251358032227,6.904024124145508,0.9264993667602539,0.9420206546783447,0.41298723220825195,9.31835389137268
23,252219,"(428, 640, 3)",gray,7.1506500244140625,0,person,3,0.9133922457695007,0.0,0.9133922457695007,0.9133922457695006,99,AA-1000,0.7947871776071386,0.32438664538916384,0.8701488120665599,0.3551449521184401,0.794775760253874,0.32438664538916384,0.8701363121210901,0.3551449521184401,0.7947814689305062,0.870142562093825,0.32438664538916384,0.3551449521184401,7.145449775616231e-06,0.16427789135514018,0.377687100064917,0.2017111032515174,0.13282251358032227,13.655556678771973,1.0276751518249512,1.0200741291046143,0.4065093994140625,16.242637872695923
24,252219,"(428, 640, 3)",gray,7.1506500244140625,0,person,3,0.9133922457695007,0.0,0.9133922457695007,0.9133920669555664,179,LIME-100,0.6825638488360473,0.2699068238519167,0.7472844793651727,0.29549935977891917,0.6825241936134637,0.2699068238519167,0.7472410640386605,0.29549935977891917,0.6825440212247557,0.7472627717019166,0.2699068238519167,0.29549935977891917,4.0505436990406276e-05,0.10481527453271028,0.2143485362482724,0.1395825123227661,0.13282251358032227,12.91634726524353,1.6392717361450195,1.5453078746795654,0.4416086673736572,16.675358057022095
25,252219,"(428, 640, 3)",gray,7.1506500244140625,0,person,3,0.9133922457695007,0.0,0.9133922457695007,0.9133923649787903,179,LIME-500,0.7831541363109081,0.29848426430302266,0.8574127270492959,0.32678651005139664,0.7830513043340545,0.29848426430302266,0.8573001445554879,0.32678651005139664,0.7831027203224813,0.8573564358023918,0.29848426430302266,0.32678651005139664,1.4147984156003701e-05,0.15140186915887852,0.2673485472718805,0.16799500117963861,0.13282251358032227,23.672060012817383,1.6713578701019287,1.6383731365203857,0.4412264823913574,27.555840015411377
26,252219,"(428, 640, 3)",gray,7.1506500244140625,0,person,3,0.9133922457695007,0.0,0.9133922457695007,0.913392186164856,179,LIME-1000,0.7955562917738673,0.2430160660972867,0.870990853555626,0.26605882327428143,0.7955013355574237,0.2414319666974556,0.8709306863966667,0.2643245197402104,0.7955288136656458,0.8709607699761465,0.24222401639737115,0.2651916715072459,1.4728802444319226e-05,0.11317903037383177,0.27425116790327014,0.16362622403201027,0.13282251358032227,37.38863682746887,1.6635663509368896,1.5885965824127197,0.407177209854126,41.18079948425293
27,87038,"(480, 640, 3)",gray,8.881807327270508,1,bicycle,2,0.8103471994400024,0.0,0.8103471994400024,0.8103471994400027,16,BPT-100,0.7984099609649274,0.03470090302289466,0.9852689828713861,0.04282226562500002,0.752980232280679,0.03470090302289466,0.9292069285869472,0.04282226562500002,0.7756950966228032,0.9572379557291667,0.03470090302289466,0.04282226562500002,3.108808526953843e-05,0.08461588541666666,0.05730517004727772,0.017074278035727426,0.14656352996826172,2.61588978767395,0.3515894412994385,0.3351161479949951,0.5082535743713379,3.9574124813079834
